,PERSON_ID,DISPLAY_LAST_COMMA_FIRST,DISPLAY_FIRST_LAST,ROSTERSTATUS,FROM_YEAR,TO_YEAR,PLAYERCODE,TEAM_ID,TEAM_CITY,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CODE,GAMES_PLAYED_FLAG,OTHERLEAGUE_EXPERIENCE_CH
566,76313,"Burrow, Bob",Bob Burrow,0,1956,1957,HISTADD_bob_burrow,0,,,,,Y,0
567,1629126,"Burton, Deonte",Deonte Burton,0,2018,2019,deonte_burton,0,,,,,Y,1
568,76314,"Burton, Ed",Ed Burton,0,1961,1964,HISTADD_ed_burton,0,,,,,Y,0
569,416,"Burton, Willie",Willie Burton,1,1990,1998,willie_burton,1610612748,Miami,Heat,MIA,heat,Y,0
570,76316,"Burtt, Steve",Steve Burtt,0,1984,1992,HISTADD_steve_burtt,0,,,,,Y,0
571,76317,"Buse, Don",Don Buse,0,1976,1984,HISTADD_don_buse,0,,,,,Y,0
572,202221,"Butch, Brian",Brian Butch,0,2009,2009,brian_butch,0,,,,,Y,1
573,76318,"Butcher, Donnie",Donnie Butcher,0,1961,1965,HISTADD_donnie_butcher,0,,,,,Y,0
574,76319,"Butler, Al",Al Butler,0,1961,1964,HISTADD_al_butler,0,,,,,Y,0
575,2406,"Butler, Caron",Caron Butler,0,2002,2015,caron_butler,0,,,,,Y,0
576,202364,"Butler, Da'Sean",Da'Sean Butler,0,2010,2010,da'sean_butler,0,,,,,N,1
577,76320,"Butler, Greg",Greg Butler,1,1988,1990,HISTADD_gregory_butler,1610612746,Los Angeles,Clippers,LAC,clippers,Y,0
578,2866,"Butler, Jackie",Jackie Butler,0,2004,2006,jackie_butler,0,,,,,Y,0
579,202710,"Butler, Jimmy",Jimmy Butler,0,2011,2019,jimmy_butler,0,,,,,Y,0
580,348,"Butler, Mitchell",Mitchell Butler,0,1993,2003,mitchell_butler,0,,,,,Y,0
581,2446,"Butler, Rasual",Rasual Butler,0,2002,2015,rasual_butler,0,,,,,Y,1
582,202779,"Buycks, Dwight",Dwight Buycks,0,2013,2017,dwight_buycks,0,,,,,Y,1
583,201182,"Byars, Derrick",Derrick Byars,0,2011,2011,derrick_byars,0,,,,,Y,1
584,101115,"Bynum, Andrew",Andrew Bynum,0,2005,2013,andrew_bynum,0,,,,,Y,0
585,101198,"Bynum, Will",Will Bynum,0,2005,2014,will_bynum,0,,,,,Y,1
586,76321,"Byrnes, Marty",Marty Byrnes,0,1978,1982,HISTADD_marty_byrnes,0,,,,,Y,0
587,76322,"Byrnes, Tommy",Tommy Byrnes,0,1946,1950,HISTADD_tommy_byrnes,0,,,,,Y,0
588,76323,"Bytzura, Mike",Mike Bytzura,0,1946,1946,HISTADD_mike_bytzura,0,,,,,Y,0
589,2560,"Cabarkapa, Zarko",Zarko Cabarkapa,0,2003,2006,zarko_cabarkapa,0,,,,,Y,0
590,76324,"Cable, Barney",Barney Cable,0,1958,1963,HISTADD_barney_cable,0,,,,,Y,0
591,203998,"Caboclo, Bruno",Bruno Caboclo,0,2014,2019,bruno_caboclo,0,,,,,Y,1
592,679,"Caffey, Jason",Jason Caffey,0,1995,2002,jason_caffey,0,,,,,Y,0
593,262,"Cage, Michael",Michael Cage,1,1984,1999,michael_cage,1610612760,Seattle,SuperSonics,SEA,thunder,Y,0
594,76326,"Calabrese, Gerry",Gerry Calabrese,0,1950,1951,HISTADD_gerry_calabrese,0,,,,,Y,0
595,201979,"Calathes, Nick",Nick Calathes,0,2013,2014,nick_calathes,0,,,,,Y,0
596,101181,"Calderon, Jose",Jose Calderon,0,2005,2018,jose_calderon,0,,,,,Y,0
597,154,"Caldwell, Adrian",Adrian Caldwell,1,1989,1997,adrian_caldwell,1610612745,Houston,Rockets,HOU,rockets,Y,0
598,76328,"Caldwell, Jim",Jim Caldwell,0,1967,1967,HISTADD_jim_caldwell,0,,,,,Y,0
599,76329,"Caldwell, Joe",Joe Caldwell,0,1964,1969,HISTADD_pogo_caldwell,0,,,,,Y,0
600,203484,"Caldwell-Pope, Kentavious",Kentavious Caldwell-Pope,0,2013,2019,kentavious_caldwell-pope,0,,,,,Y,0
601,76331,"Calhoun, Bill",Bill Calhoun,0,1948,1954,HISTADD_bill_calhoun,0,,,,,Y,0
602,76330,"Calhoun, Corky",Corky Calhoun,0,1972,1979,HISTADD_corky_calhoun,0,,,,,Y,0
603,76332,"Calip, Demetrius",Demetrius Calip,0,1991,1991,HISTADD_demetrius_calip,0,,,,,Y,0
604,76333,"Callahan, Tom",Tom Callahan,0,1946,1946,HISTADD_tom_callahan,0,,,,,Y,0
605,76334,"Calloway, Rick",Rick Calloway,1,1990,1990,HISTADD_rick_calloway,1610612758,Sacramento,Kings,SAC,kings,Y,0
606,76335,"Calverley, Ernie",Ernie Calverley,0,1946,1948,HISTADD_ernie_calverley,0,,,,,Y,0
607,76336,"Calvin, Mack",Mack Calvin,0,1976,1980,HISTADD_mack_calvin,0,,,,,Y,0
608,76337,"Cambridge, Dexter",Dexter Cambridge,0,1992,1992,HISTADD_dexter_cambridge,0,,,,,Y,0
609,948,"Camby, Marcus",Marcus Camby,0,1996,2012,marcus_camby,0,,,,,Y,0
610,922,"Campbell, Elden",Elden Campbell,1,1990,2004,elden_campbell,1610612747,Los Angeles,Lakers,LAL,lakers,Y,0
611,76338,"Campbell, Tony",Tony Campbell,1,1984,1994,HISTADD_tony_campbell,1610612750,Minnesota,Timberwolves,MIN,timberwolves,Y,0
612,203477,"Canaan, Isaiah",Isaiah Canaan,0,2013,2018,isaiah_canaan,0,,,,,Y,1
613,1628427,"Cancar, Vlatko",Vlatko Cancar,0,2019,2019,vlatko_cancar,0,,,,,Y,1
614,76339,"Cannon, Larry",Larry Cannon,0,1973,1973,HISTADD_larry_cannon,0,,,,,Y,0
615,203991,"Capela, Clint",Clint Capela,0,2014,2019,clint_capela,0,,,,,Y,1
616,202382,"Caracter, Derrick",Derrick Caracter,0,2010,2010,derrick_caracter,0,,,,,Y,1
617,2073,"Cardinal, Brian",Brian Cardinal,0,2000,2011,brian_cardinal,0,,,,,Y,0
618,76340,"Carl, Howie",Howie Carl,0,1961,1961,HISTADD_howie_carl,0,,,,,Y,0
619,76341,"Carlisle, Chet",Chet Carlisle,0,1946,1946,HISTADD_chet_carlisle,0,,,,,Y,0
620,2367,"Carlisle, Geno",Geno Carlisle,0,2004,2004,geno_carlisle,0,,,,,Y,1
621,76342,"Carlisle, Rick",Rick Carlisle,0,1984,1989,HISTADD_rick_carlisle,0,,,,,Y,0
622,76343,"Carlson, Al",Al Carlson,0,1975,1975,HISTADD_alvin_carlson,0,,,,,Y,0
623,76344,"Carlson, Don",Don Carlson,0,1946,1950,HISTADD_swede_carlson,0,,,,,Y,0
624,76345,"Carney, Bob",Bob Carney,0,1954,1954,HISTADD_bob_carney,0,,,,,Y,0
625,200760,"Carney, Rodney",Rodney Carney,0,2006,2010,rodney_carney,0,,,,,Y,1
626,76346,"Carpenter, Bob",Bob Carpenter,0,1949,1950,HISTADD_bob_carpenter,0,,,,,Y,0
627,156,"Carr, Antoine",Antoine Carr,1,1984,1999,antoine_carr,1610612758,Sacramento,Kings,SAC,kings,Y,0
628,76348,"Carr, Austin",Austin Carr,0,1971,1980,HISTADD_austin_carr,0,,,,,Y,0
629,713,"Carr, Chris",Chris Carr,0,1995,2000,chris_carr,0,,,,,Y,0
630,1757,"Carr, Cory",Cory Carr,0,1998,1998,cory_carr,0,,,,,Y,0
631,76350,"Carr, Kenny",Kenny Carr,0,1977,1986,HISTADD_kenny_carr,0,,,,,Y,0
632,76351,"Carr, M.L.",M.L. Carr,0,1976,1984,HISTADD_ml_carr,0,,,,,Y,0
633,76352,"Carrington, Bob",Bob Carrington,0,1977,1979,HISTADD_bob_carrington,0,,,,,Y,0
634,201960,"Carroll, DeMarre",DeMarre Carroll,0,2009,2019,demarre_carroll,0,,,,,Y,1
635,76353,"Carroll, Joe Barry",Joe Barry Carroll,1,1980,1990,HISTADD_joe_barry_carroll,1610612756,Phoenix,Suns,PHX,suns,Y,0
636,2679,"Carroll, Matt",Matt Carroll,0,2003,2012,matt_carroll,0,,,,,Y,0
637,1131,"Carruth, Jimmy",Jimmy Carruth,0,1996,1996,jimmy_carruth,0,,,,,Y,0
638,1853,"Carter, Anthony",Anthony Carter,0,1999,2011,anthony_carter,0,,,,,Y,0
639,76355,"Carter, Butch",Butch Carter,0,1980,1985,HISTADD_butch_carter,0,,,,,Y,0
640,76356,"Carter, Fred",Fred Carter,0,1969,1976,HISTADD_fred_carter,0,,,,,Y,0
641,76357,"Carter, George",George Carter,0,1967,1967,HISTADD_george_carter,0,,,,,Y,0
642,76358,"Carter, Howard",Howard Carter,0,1983,1984,HISTADD_howard_carter,0,,,,,Y,0
643,76359,"Carter, Jake",Jake Carter,0,1949,1949,HISTADD_jake_carter,0,,,,,Y,0
644,1628975,"Carter, Jevon",Jevon Carter,0,2018,2019,jevon_carter,0,,,,,Y,1
645,2466,"Carter, Maurice",Maurice Carter,0,2002,2003,maurice_carter,0,,,,,Y,0
646,76360,"Carter, Reggie",Reggie Carter,0,1980,1981,HISTADD_reggie_carter,0,,,,,Y,0
647,76361,"Carter, Ron",Ron Carter,0,1978,1979,HISTADD_ron_carter,0,,,,,Y,0
648,1713,"Carter, Vince",Vince Carter,0,1998,2019,vince_carter,0,,,,,Y,0
649,1628976,"Carter Jr., Wendell",Wendell Carter Jr.,0,2018,2019,wendell_carter_jr,0,,,,,Y,0
650,203487,"Carter-Williams, Michael",Michael Carter-Williams,0,2013,2019,michael_carter-williams,0,,,,,Y,0
651,76362,"Cartwright, Bill",Bill Cartwright,1,1979,1994,HISTADD_bill_cartwright,1610612741,Chicago,Bulls,CHI,bulls,Y,0
652,76363,"Carty, Jay",Jay Carty,0,1968,1968,HISTADD_jay_carty,0,,,,,Y,0
653,1627936,"Caruso, Alex",Alex Caruso,0,2017,2019,alex_caruso,0,,,,,Y,1
654,76364,"Cash, Cornelius",Cornelius Cash,0,1976,1976,HISTADD_cornelius_cash,0,,,,,Y,0
655,208,"Cassell, Sam",Sam Cassell,0,1993,2007,sam_cassell,0,,,,,Y,0
656,201956,"Casspi, Omri",Omri Casspi,0,2009,2018,omri_casspi,0,,,,,Y,0
657,76365,"Catchings, Harvey",Harvey Catchings,0,1974,1984,HISTADD_harvey_catchings,0,,,,,Y,0
658,767,"Catledge, Terry",Terry Catledge,1,1985,1992,terry_catledge,1610612753,Orlando,Magic,ORL,magic,Y,0
659,76367,"Catlett, Sid",Sid Catlett,0,1971,1971,HISTADD_sid_catlett,0,,,,,Y,0
660,1509,"Cato, Kelvin",Kelvin Cato,0,1997,2006,kelvin_cato,0,,,,,Y,0
661,76368,"Cattage, Bobby",Bobby Cattage,0,1981,1985,HISTADD_bobby_cattage,0,,,,,Y,0
662,1626161,"Cauley-Stein, Willie",Willie Cauley-Stein,0,2015,2019,willie_cauley-stein,0,,,,,Y,0
663,1628505,"Caupain, Troy",Troy Caupain,0,2018,2018,troy_caupain,0,,,,,Y,1
664,190,"Causwell, Duane",Duane Causwell,1,1990,2002,duane_causwell,1610612758,Sacramento,Kings,SAC,kings,Y,0
665,1628463,"Cavanaugh, Tyler",Tyler Cavanaugh,0,2017,2018,tyler_cavanaugh,0,,,,,Y,1
666,76370,"Cavenall, Ron",Ron Cavenall,0,1984,1988,HISTADD_ron_cavenall,0,,,,,Y,0
667,76,"Ceballos, Cedric",Cedric Ceballos,1,1990,2000,cedric_ceballos,1610612756,Phoenix,Suns,PHX,suns,Y,0
668,1911,"Celestand, John",John Celestand,0,1999,2002,john_celestand,0,,,,,Y,0
669,76373,"Cervi, Al",Al Cervi,0,1949,1952,HISTADD_al_cervi,0,,,,,Y,0
670,2763,"Chalmers, Lionel",Lionel Chalmers,0,2004,2004,lionel_chalmers,0,,,,,Y,0
671,201596,"Chalmers, Mario",Mario Chalmers,0,2008,2017,mario_chalmers,0,,,,,Y,0
672,76374,"Chamberlain, Bill",Bill Chamberlain,0,1973,1973,HISTADD_bill_chamberlain,0,,,,,Y,0
673,76375,"Chamberlain, Wilt",Wilt Chamberlain,0,1959,1972,HISTADD_wilt_chamberlain,0,,,,,Y,0
674,76376,"Chambers, Jerry",Jerry Chambers,0,1966,1971,HISTADD_jerry_chambers,0,,,,,Y,0
675,1472,"Chambers, Tom",Tom Chambers,1,1981,1997,tom_chambers,1610612756,Phoenix,Suns,PHX,suns,Y,0
676,76378,"Champion, Mike",Mike Champion,0,1988,1988,HISTADD_mike_champion,0,,,,,Y,0
677,2199,"Chandler, Tyson",Tyson Chandler,0,2001,2019,tyson_chandler,0,,,,,Y,0
678,201163,"Chandler, Wilson",Wilson Chandler,0,2007,2019,wilson_chandler,0,,,,,Y,0
679,76379,"Chaney, Don",Don Chaney,0,1968,1979,HISTADD_don_chaney,0,,,,,Y,0
680,76380,"Chaney, John",John Chaney,0,1949,1949,HISTADD_john_chaney,0,,,,,Y,0
681,364,"Chapman, Rex",Rex Chapman,1,1988,1999,rex_chapman,1610612766,Charlotte,Hornets,CHH,hornets,Y,0
682,76382,"Chappell, Len",Len Chappell,0,1962,1970,HISTADD_len_chappell,0,,,,,Y,0
683,76383,"Charles, Ken",Ken Charles,0,1973,1977,HISTADD_ken_charles,0,,,,,Y,0
684,76384,"Charles, Lorenzo",Lorenzo Charles,0,1985,1985,HISTADD_lorenzo_charles,0,,,,,Y,0
685,1629147,"Chealey, Joe",Joe Chealey,0,2018,2018,joe_chealey,0,,,,,Y,1
686,384,"Cheaney, Calbert",Calbert Cheaney,0,1993,2005,calbert_cheaney,0,,,,,Y,0
687,1629597,"Cheatham, Zylan",Zylan Cheatham,0,2019,2019,zylan_cheatham,0,,,,,Y,1
688,76385,"Cheeks, Maurice",Maurice Cheeks,1,1978,1992,HISTADD_maurice_cheeks,1610612752,New York,Knicks,NYK,knicks,Y,0
689,76386,"Chenier, Phil",Phil Chenier,0,1971,1980,HISTADD_phil_chenier,0,,,,,Y,0
690,203805,"Cherry, Will",Will Cherry,0,2014,2014,will_cherry,0,,,,,Y,1
691,76387,"Chievous, Derrick",Derrick Chievous,1,1988,1990,HISTADD_derrick_chievous,1610612739,Cleveland,Cavaliers,CLE,cavaliers,Y,0
692,432,"Chilcutt, Pete",Pete Chilcutt,0,1991,1999,pete_chilcutt,0,,,,,Y,0
693,2735,"Childress, Josh",Josh Childress,0,2004,2013,josh_childress,0,,,,,Y,1
694,719,"Childress, Randolph",Randolph Childress,0,1995,1996,randolph_childress,0,,,,,Y,0
695,164,"Childs, Chris",Chris Childs,0,1994,2002,chris_childs,0,,,,,Y,0
696,1629185,"Chiozza, Chris",Chris Chiozza,0,2018,2019,chris_chiozza,0,,,,,Y,1
697,76391,"Chollet, Leroy",Leroy Chollet,0,1949,1950,HISTADD_leroy_chollet,0,,,,,Y,0
698,76392,"Chones, Jim",Jim Chones,0,1974,1981,HISTADD_jim_chones,0,,,,,Y,0
699,1627737,"Chriss, Marquese",Marquese Chriss,0,2016,2019,marquese_chriss,0,,,,,Y,0
700,76393,"Christ, Fred",Fred Christ,0,1954,1954,HISTADD_fred_christ,0,,,,,Y,0
701,76394,"Christensen, Cal",Cal Christensen,0,1950,1954,HISTADD_cal_christensen,0,,,,,Y,0
702,76395,"Christian, Bob",Bob Christian,0,1970,1973,HISTADD_bob_christian,0,,,,,Y,0
703,57,"Christie, Doug",Doug Christie,0,1992,2006,doug_christie,0,,,,,Y,0
704,202091,"Christmas, Dionte",Dionte Christmas,0,2013,2013,dionte_christmas,0,,,,,Y,1
705,1626176,"Christmas, Rakeem",Rakeem Christmas,0,2015,2016,rakeem_christmas,0,,,,,Y,1
706,203902,"Christon, Semaj",Semaj Christon,0,2016,2016,semaj_christon,0,,,,,Y,1
707,203565,"Christopher, Patrick",Patrick Christopher,0,2014,2014,patrick_christopher,0,,,,,Y,1
708,928,"Churchwell, Robert",Robert Churchwell,0,1995,1995,robert_churchwell,0,,,,,Y,0
709,76397,"Clark, Archie",Archie Clark,0,1966,1975,HISTADD_archie_clark,0,,,,,Y,0
710,76398,"Clark, Carlos",Carlos Clark,0,1983,1984,HISTADD_carlos_clark,0,,,,,Y,0
711,201947,"Clark, Earl",Earl Clark,0,2009,2014,earl_clark,0,,,,,Y,1
712,1629109,"Clark, Gary",Gary Clark,0,2018,2019,gary_clark,0,,,,,Y,1
713,203546,"Clark, Ian",Ian Clark,0,2013,2018,ian_clark,0,,,,,Y,1
714,1721,"Clark, Keon",Keon Clark,0,1998,2003,keon_clark,0,,,,,Y,0
715,1629634,"Clarke, Brandon",Brandon Clarke,0,2019,2019,brandon_clarke,0,,,,,Y,0
716,1626262,"Clarke, Coty",Coty Clarke,0,2015,2015,coty_clarke,0,,,,,Y,1
717,203903,"Clarkson, Jordan",Jordan Clarkson,0,2014,2019,jordan_clarkson,0,,,,,Y,1
718,1628492,"Clavell, Gian",Gian Clavell,0,2017,2017,gian_clavell,0,,,,,Y,1
719,201964,"Claver, Victor",Victor Claver,0,2012,2014,victor_claver,0,,,,,Y,1
720,1127,"Claxton, Charles",Charles Claxton,0,1995,1995,charles_claxton,0,,,,,Y,0
721,1629651,"Claxton, Nicolas",Nicolas Claxton,0,2019,2019,nicolas_claxton,0,,,,,Y,0
722,2049,"Claxton, Speedy",Speedy Claxton,0,2001,2008,speedy_claxton,0,,,,,Y,0
723,76402,"Cleamons, Jim",Jim Cleamons,0,1971,1979,HISTADD_jim_cleamons,0,,,,,Y,0
724,2043,"Cleaves, Mateen",Mateen Cleaves,0,2000,2005,mateen_cleaves,0,,,,,Y,1
725,76403,"Clemens, John",John Clemens,0,1965,1975,HISTADD_barry_clemens,0,,,,,Y,0
726,1629598,"Clemons, Chris",Chris Clemons,0,2019,2019,chris_clemons,0,,,,,Y,1
727,1628499,"Cleveland, Antonius",Antonius Cleveland,0,2017,2019,antonius_cleveland,0,,,,,Y,1
728,76404,"Clifton, Nat",Nat Clifton,0,1950,1957,HISTADD_sweetwater_clifton,0,,,,,Y,0
729,76406,"Closs, Bill",Bill Closs,0,1949,1951,HISTADD_bill_closs,0,,,,,Y,0
730,1569,"Closs, Keith",Keith Closs,0,1997,2000,keith_closs,0,,,,,Y,1
731,76407,"Cloyd, Paul",Paul Cloyd,0,1949,1949,HISTADD_paul_cloyd,0,,,,,Y,0
732,76408,"Cluggish, Marion",Marion Cluggish,0,1946,1946,HISTADD_bob_cluggish,0,,,,,Y,0
733,76409,"Clyde, Ben",Ben Clyde,0,1974,1974,HISTADD_ben_clyde,0,,,,,Y,0
734,1629599,"Coffey, Amir",Amir Coffey,0,2019,2019,amir_coffey,0,,,,,Y,0
735,76410,"Coffey, Richard",Richard Coffey,1,1990,1990,HISTADD_richard_coffey,1610612750,Minnesota,Timberwolves,MIN,timberwolves,Y,0
736,76411,"Cofield, Fred",Fred Cofield,0,1985,1986,HISTADD_fred_cofield,0,,,,,Y,0
737,715,"Coker, John",John Coker,0,1995,2000,john_coker,0,,,,,Y,0
738,202708,"Cole, Norris",Norris Cole,0,2011,2016,norris_cole,0,,,,,Y,0
739,76412,"Coleman, Ben",Ben Coleman,0,1986,1993,HISTADD_ben_coleman,0,,,,,Y,0
740,934,"Coleman, Derrick",Derrick Coleman,1,1990,2004,derrick_coleman,1610612751,New Jersey,Nets,NJN,nets,Y,0
741,76413,"Coleman, E.C.",E.C. Coleman,0,1973,1978,HISTADD_ec_coleman,0,,,,,Y,0
742,76414,"Coleman, Jack",Jack Coleman,0,1949,1957,HISTADD_jack_coleman,0,,,,,Y,0
743,76415,"Coleman, Norris",Norris Coleman,0,1987,1987,HISTADD_norris_coleman,0,,,,,Y,0
744,902,"Coles, Bimbo",Bimbo Coles,1,1990,2003,bimbo_coles,1610612748,Miami,Heat,MIA,heat,Y,0
745,2044,"Collier, Jason",Jason Collier,0,2000,2004,jason_collier,0,,,,,Y,0
746,76416,"Collins, Art",Art Collins,0,1980,1980,HISTADD_art_collins,0,,,,,Y,0
747,76418,"Collins, Don",Don Collins,0,1980,1986,HISTADD_don_collins,0,,,,,Y,0
748,76421,"Collins, Doug",Doug Collins,0,1973,1980,HISTADD_dupp_doug_collins,0,,,,,Y,0
749,1530,"Collins, James",James Collins,0,1997,1997,james_collins,0,,,,,Y,0
750,2260,"Collins, Jarron",Jarron Collins,0,2001,2010,jarron_collins,0,,,,,Y,0
751,2215,"Collins, Jason",Jason Collins,0,2001,2013,jason_collins,0,,,,,Y,0
752,76419,"Collins, Jimmy",Jimmy Collins,0,1970,1971,HISTADD_jimmy_collins,0,,,,,Y,0
753,1628381,"Collins, John",John Collins,0,2017,2019,john_collins,0,,,,,Y,0
754,200776,"Collins, Mardy",Mardy Collins,0,2006,2009,mardy_collins,0,,,,,Y,1
755,202395,"Collins, Sherron",Sherron Collins,0,2010,2010,sherron_collins,0,,,,,Y,1
756,1628380,"Collins, Zach",Zach Collins,0,2017,2019,zach_collins,0,,,,,Y,0
757,1627858,"Collinsworth, Kyle",Kyle Collinsworth,0,2017,2017,kyle_collinsworth,0,,,,,Y,1
758,201954,"Collison, Darren",Darren Collison,0,2009,2018,darren_collison,0,,,,,Y,0
759,2555,"Collison, Nick",Nick Collison,0,2003,2017,nick_collison,0,,,,,Y,0
760,76422,"Colone, Joe",Joe Colone,0,1948,1948,HISTADD_bells_colone,0,,,,,Y,0
761,1629045,"Colson, Bonzie",Bonzie Colson,0,2018,2018,bonzie_colson,0,,,,,Y,1
762,2173,"Colson, Sean",Sean Colson,0,2000,2002,sean_colson,0,,,,,Y,0
763,306,"Colter, Steve",Steve Colter,1,1984,1994,steve_colter,1610612758,Sacramento,Kings,SAC,kings,Y,0
764,76425,"Combs, Leroy",Leroy Combs,0,1983,1983,HISTADD_leroy_combs,0,,,,,Y,0
765,76426,"Comegys, Dallas",Dallas Comegys,0,1987,1988,HISTADD_dallas_comegys,0,,,,,Y,0
766,76427,"Comley, Larry",Larry Comley,0,1963,1963,HISTADD_larry_comley,0,,,,,Y,0
767,76428,"Conley, Gene",Gene Conley,0,1952,1963,HISTADD_gene_conley,0,,,,,Y,0
768,201144,"Conley, Mike",Mike Conley,0,2007,2019,mike_conley,0,,,,,Y,0
769,76429,"Conlin, Ed",Ed Conlin,0,1955,1961,HISTADD_ed_conlin,0,,,,,Y,0
770,55,"Conlon, Marty",Marty Conlon,0,1991,1999,marty_conlon,0,,,,,Y,0
771,1626192,"Connaughton, Pat",Pat Connaughton,0,2015,2019,pat_connaughton,0,,,,,Y,0
772,76431,"Conner, Lester",Lester Conner,1,1982,1994,HISTADD_lester_conner,1610612749,Milwaukee,Bucks,MIL,bucks,Y,0
773,76432,"Connors, Chuck",Chuck Connors,0,1946,1947,HISTADD_chuck_connors,0,,,,,Y,0
774,101215,"Conroy, Will",Will Conroy,0,2006,2012,will_conroy,0,,,,,Y,1
775,76433,"Cook, Anthony",Anthony Cook,1,1990,1995,HISTADD_anthony_cook,1610612743,Denver,Nuggets,DEN,nuggets,Y,0
776,76434,"Cook, Bert",Bert Cook,0,1954,1954,HISTADD_bert_cook,0,,,,,Y,0
777,76438,"Cook, Bobby",Bobby Cook,0,1949,1949,HISTADD_cookie_cook,0,,,,,Y,0
778,2567,"Cook, Brian",Brian Cook,0,2003,2011,brian_cook,0,,,,,Y,0
779,201161,"Cook, Daequan",Daequan Cook,0,2007,2012,daequan_cook,0,,,,,Y,1
780,76435,"Cook, Darwin",Darwin Cook,0,1980,1988,HISTADD_darwin_cook,0,,,,,Y,0
781,76436,"Cook, Jeff",Jeff Cook,0,1979,1987,HISTADD_jeff_cook,0,,,,,Y,0
782,76437,"Cook, Norm",Norm Cook,0,1976,1977,HISTADD_norm_cook,0,,,,,Y,0
783,2241,"Cook, Omar",Omar Cook,0,2001,2004,omar_cook,0,,,,,Y,0
784,1626188,"Cook, Quinn",Quinn Cook,0,2016,2019,quinn_cook,0,,,,,Y,1
785,1629076,"Cook, Tyler",Tyler Cook,0,2019,2019,tyler_cook,0,,,,,Y,1
786,1628429,"Cooke, Charles",Charles Cooke,0,2017,2017,charles_cooke,0,,,,,Y,1
787,76439,"Cooke, David",David Cooke,0,1985,1985,HISTADD_david_cooke,0,,,,,Y,0
788,76440,"Cooke, Joe",Joe Cooke,0,1970,1970,HISTADD_joe_cooke,0,,,,,Y,0
789,204022,"Cooley, Jack",Jack Cooley,0,2014,2017,jack_cooley,0,,,,,Y,1
790,76442,"Cooper, Chuck",Chuck Cooper,0,1950,1955,HISTADD_chuck_cooper,0,,,,,Y,0
791,1030,"Cooper, Duane",Duane Cooper,0,1992,1993,duane_cooper,0,,,,,Y,0
792,76443,"Cooper, Joe",Joe Cooper,0,1981,1984,HISTADD_joe_cooper,0,,,,,Y,0
793,76444,"Cooper, Michael",Michael Cooper,0,1978,1989,HISTADD_michael_cooper,0,,,,,Y,0
794,76441,"Cooper, Wayne",Wayne Cooper,1,1978,1991,HISTADD_wayne_cooper,1610612757,Portland,Trail Blazers,POR,blazers,Y,0
795,76446,"Copa, Tom",Tom Copa,0,1991,1991,HISTADD_tom_copa,0,,,,,Y,0
796,203142,"Copeland, Chris",Chris Copeland,0,2012,2015,chris_copeland,0,,,,,Y,0
797,76447,"Copeland, Hollis",Hollis Copeland,0,1979,1981,HISTADD_hollis_copeland,0,,,,,Y,0
798,76448,"Copeland, Lanard",Lanard Copeland,0,1989,1991,HISTADD_lanard_copeland,0,,,,,Y,0
799,895,"Corbin, Tyrone",Tyrone Corbin,1,1985,2000,tyrone_corbin,1610612750,Minnesota,Timberwolves,MIN,timberwolves,Y,0
800,76450,"Corchiani, Chris",Chris Corchiani,0,1991,1993,HISTADD_chris_corchiani,0,,,,,Y,0
801,76451,"Corley, Ken",Ken Corley,0,1946,1946,HISTADD_ken_corley,0,,,,,N,0
802,76452,"Corley, Ray",Ray Corley,0,1949,1952,HISTADD_ray_corley,0,,,,,Y,0
803,76453,"Corzine, Dave",Dave Corzine,1,1978,1990,HISTADD_dave_corzine,1610612760,Seattle,SuperSonics,SEA,thunder,Y,0
804,76454,"Costello, Larry",Larry Costello,0,1954,1967,HISTADD_larry_costello,0,,,,,Y,0
805,1627856,"Costello, Matt",Matt Costello,0,2017,2017,matt_costello,0,,,,,Y,1
806,203955,"Cotton, Bryce",Bryce Cotton,0,2014,2015,bryce_cotton,0,,,,,Y,1
807,76456,"Cotton, Jack",Jack Cotton,0,1949,1949,HISTADD_jack_cotton,0,,,,,Y,0
808,1526,"Cotton, James",James Cotton,0,1997,1998,james_cotton,0,,,,,Y,0
809,76457,"Coughran, John",John Coughran,0,1979,1979,HISTADD_john_coughran,0,,,,,Y,0
810,76458,"Counts, Mel",Mel Counts,0,1964,1975,HISTADD_mel_counts,0,,,,,Y,0
811,76459,"Courtin, Steve",Steve Courtin,0,1964,1964,HISTADD_steve_courtin,0,,,,,Y,0
812,1432,"Courtney, Joe",Joe Courtney,0,1992,1996,joe_courtney,0,,,,,Y,0
813,202408,"Cousin, Marcus",Marcus Cousin,0,2010,2010,marcus_cousin,0,,,,,Y,1
814,202326,"Cousins, DeMarcus",DeMarcus Cousins,0,2010,2019,demarcus_cousins,0,,,,,Y,0
815,600003,"Cousy, Bob",Bob Cousy,0,1950,1969,HISTADD_bob_cousy,0,,,,,Y,0
816,203496,"Covington, Robert",Robert Covington,0,2013,2019,robert_covington,0,,,,,Y,1
817,76462,"Cowens, Dave",Dave Cowens,0,1970,1982,HISTADD_dave_cowens,0,,,,,Y,0
818,76463,"Cox, John",John Cox,0,1982,1982,HISTADD_chubby_cox,0,,,,,Y,0
819,76464,"Cox, Johnny",Johnny Cox,0,1962,1962,HISTADD_johnny_cox,0,,,,,Y,0
820,76465,"Cox, Wesley",Wesley Cox,0,1977,1978,HISTADD_wesley_cox,0,,,,,Y,0
